"student_id","cstate_1","cstate_2","cstate_3","cstate_4","cstate_5","cstate_6","cstate_7","cstate_8","cstate_9","cstate_10","cstate_11","cstate_12","cstate_13","cstate_14","cstate_15","cstate_16","cstate_17","cstate_18","cstate_19","cstate_20","cstate_21","cstate_22","cstate_23","cstate_24","cstate_25","cstate_26","cstate_27","cstate_28"
"STU003049","4YR_Work","CTC_Work","CTC_Work","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003050","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither"
"STU003051","CTC_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","CTC_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003052","Work_Only","Work_Only","Work_Only","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only"
"STU003053","Work_Only","CTC_Work","CTC_Work","CTC_Work","Work_Only","CTC_Work","CTC_Work","Work_Only","Work_Only","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003054","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","4YR_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only"
"STU003055","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only"
"STU003056","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","CTC_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003057","CTC_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003058","CTC_Work","CTC_NoWork","CTC_Work","CTC_Work","Work_Only","CTC_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003059","4YR_Work","4YR_NoWork","4YR_NoWork","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither"
"STU003060","Work_Only","Work_Only","CTC_Work","4YR_Work","4YR_Work","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only"
"STU003061","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003062","Work_Only","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither"
"STU003063","Work_Only","Work_Only","Work_Only","Neither","4YR_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only"
"STU003064","CTC_NoWork","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003065","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_Work","4YR_Work","Work_Only","4YR_NoWork","CTC_NoWork","CTC_NoWork","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither"
"STU003066","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU003067","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","Work_Only","Neither","Work_Only","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither","Work_Only","Work_Only"
"STU003068","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","Neither","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003069","Work_Only","Work_Only","Work_Only","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only"
"STU003070","CTC_Work","4YR_Work","CTC_NoWork","CTC_Work","CTC_Work","Neither","Work_Only","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither"
"STU003071","Neither","Neither","CTC_NoWork","CTC_NoWork","Neither","Work_Only","CTC_Work","Work_Only","Work_Only","Work_Only","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_Work","CTC_Work","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither"
"STU003072","CTC_Work","CTC_Work","Work_Only","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only"
"STU003073","CTC_Work","CTC_Work","CTC_NoWork","4YR_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither"
"STU003074","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_NoWork","CTC_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork"
"STU003075","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_NoWork","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither"
"STU003076","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003077","Neither","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003078","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","CTC_Work","4YR_Work","4YR_Work","4YR_NoWork","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither"
"STU003079","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003080","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003081","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only"
"STU003082","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","Neither"
"STU003083","CTC_Work","Work_Only","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_NoWork","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003084","Work_Only","Work_Only","Neither","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only"
"STU003085","CTC_Work","CTC_Work","CTC_Work","4YR_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Neither"
"STU003086","Work_Only","Work_Only","Neither","CTC_NoWork","CTC_NoWork","Work_Only","Work_Only","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_NoWork","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither"
"STU003087","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only"
"STU003088","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003089","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU003090","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only"
"STU003091","Work_Only","Work_Only","Work_Only","Work_Only","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Neither","Neither"
"STU003092","Neither","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only"
"STU003093","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither"
"STU003094","CTC_Work","CTC_NoWork","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003095","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only"
"STU003096","Neither","Neither","CTC_NoWork","CTC_Work","Work_Only","Neither","Neither","CTC_Work","CTC_NoWork","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither"
"STU003097","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003098","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_NoWork","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003099","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003100","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003101","Work_Only","Work_Only","Neither","Neither","CTC_NoWork","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only"
"STU003102","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither"
"STU003103","Work_Only","4YR_Work","4YR_NoWork","Neither","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","Neither","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither"
"STU003104","Work_Only","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_Work","CTC_Work","CTC_Work","Work_Only","Work_Only","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003105","CTC_Work","4YR_Work","4YR_Work","4YR_Work","Work_Only","Work_Only","4YR_Work","CTC_Work","4YR_Work","4YR_Work","4YR_NoWork","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003106","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003107","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003108","Neither","Neither","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003109","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only"
"STU003110","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither"
"STU003111","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU003112","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only"
"STU003113","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither"
"STU003114","4YR_NoWork","4YR_Work","4YR_NoWork","Neither","4YR_NoWork","Neither","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_Work","4YR_Work","Work_Only","Neither","Neither"
"STU003115","4YR_Work","4YR_Work","4YR_Work","Neither","4YR_NoWork","4YR_NoWork","Neither","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only"
"STU003116","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither"
"STU003117","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003118","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003119","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003120","Work_Only","Work_Only","Work_Only","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","Neither","4YR_NoWork","CTC_Work","Work_Only","Work_Only","Work_Only","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only"
"STU003121","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only"
"STU003122","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU003123","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither"
"STU003124","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU003125","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","Work_Only","Work_Only","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Work_Only","Work_Only"
"STU003126","CTC_Work","CTC_Work","CTC_Work","4YR_Work","CTC_Work","CTC_Work","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","Neither","4YR_NoWork","4YR_Work","Work_Only","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither"
"STU003127","Work_Only","Work_Only","Work_Only","Work_Only","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_NoWork","Work_Only","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither"
