"student_id","credential_type","term_number","term_label"
"STU003253","Bachelor",16,"2020Q4"
"STU003257","Bachelor",17,"2021Q1"
"STU003258","Bachelor",7,"2018Q3"
"STU003261","Associate",8,"2018Q4"
"STU003262","Associate",7,"2018Q3"
"STU003262","Bachelor",20,"2021Q4"
"STU003263","Associate",7,"2018Q3"
"STU003264","Bachelor",17,"2021Q1"
"STU003265","Associate",8,"2018Q4"
"STU003269","Certificate",5,"2018Q1"
"STU003269","Associate",10,"2019Q2"
"STU003270","Bachelor",29,NA
"STU003271","Associate",9,"2019Q1"
"STU003272","Certificate",6,"2018Q2"
"STU003272","Associate",9,"2019Q1"
"STU003273","Bachelor",17,"2021Q1"
"STU003274","Bachelor",18,"2021Q2"
"STU003275","Bachelor",29,NA
"STU003276","Bachelor",15,"2020Q3"
"STU003277","Associate",9,"2019Q1"
"STU003279","Associate",7,"2018Q3"
"STU003280","Associate",7,"2018Q3"
"STU003285","Certificate",4,"2017Q4"
"STU003286","Bachelor",17,"2021Q1"
"STU003290","Bachelor",12,"2019Q4"
"STU003291","Bachelor",16,"2020Q4"
"STU003292","Bachelor",11,"2019Q3"
"STU003293","Certificate",7,"2018Q3"
"STU003293","Associate",11,"2019Q3"
"STU003294","Associate",17,"2021Q1"
"STU003299","Certificate",5,"2018Q1"
"STU003299","Associate",8,"2018Q4"
"STU003300","Associate",3,"2017Q3"
"STU003304","Bachelor",15,"2020Q3"
"STU003307","Associate",7,"2018Q3"
"STU003308","Bachelor",17,"2021Q1"
"STU003309","Bachelor",16,"2020Q4"
"STU003314","Bachelor",15,"2020Q3"
"STU003315","Associate",8,"2018Q4"
"STU003315","Bachelor",17,"2021Q1"
"STU003316","Bachelor",18,"2021Q2"
"STU003324","Associate",14,"2020Q2"
"STU003326","Bachelor",17,"2021Q1"
"STU003331","Associate",2,"2017Q2"
"STU003337","Associate",3,"2017Q3"
"STU003340","Bachelor",17,"2021Q1"
"STU003341","Certificate",7,"2018Q3"
"STU003344","Certificate",8,"2018Q4"
"STU003346","Bachelor",17,"2021Q1"
"STU003359","Bachelor",23,"2022Q3"
"STU003365","Bachelor",21,"2022Q1"
"STU003372","Associate",10,"2019Q2"
"STU003373","Bachelor",24,"2022Q4"
"STU003375","Bachelor",15,"2020Q3"
"STU003376","Associate",13,"2020Q1"
"STU003376","Bachelor",20,"2021Q4"
"STU003380","Bachelor",16,"2020Q4"
"STU003381","Bachelor",22,"2022Q2"
"STU003383","Bachelor",17,"2021Q1"
"STU003388","Certificate",5,"2018Q1"
"STU003392","Bachelor",17,"2021Q1"
"STU003394","Bachelor",17,"2021Q1"
"STU003398","Bachelor",23,"2022Q3"
"STU003401","Certificate",5,"2018Q1"
"STU003401","Associate",9,"2019Q1"
"STU003403","Associate",21,"2022Q1"
"STU003405","Certificate",6,"2018Q2"
"STU003407","Certificate",7,"2018Q3"
"STU003407","Associate",12,"2019Q4"
"STU003415","Associate",20,"2021Q4"
"STU003421","Bachelor",8,"2018Q4"
"STU003422","Associate",7,"2018Q3"
"STU003424","Bachelor",10,"2019Q2"
"STU003425","Certificate",5,"2018Q1"
"STU003426","Certificate",6,"2018Q2"
"STU003426","Associate",10,"2019Q2"
"STU003428","Certificate",7,"2018Q3"
"STU003429","Bachelor",16,"2020Q4"
"STU003432","Associate",7,"2018Q3"
"STU003436","Associate",17,"2021Q1"
"STU003438","Bachelor",23,"2022Q3"
"STU003441","Associate",9,"2019Q1"
"STU003441","Bachelor",19,"2021Q3"
"STU003442","Bachelor",17,"2021Q1"
"STU003443","Bachelor",20,"2021Q4"
"STU003445","Certificate",7,"2018Q3"
"STU003447","Bachelor",20,"2021Q4"
"STU003455","Bachelor",17,"2021Q1"
"STU003457","Bachelor",16,"2020Q4"
"STU003475","Bachelor",15,"2020Q3"
"STU003478","Associate",2,"2017Q2"
"STU003483","Bachelor",24,"2022Q4"
"STU003487","Certificate",6,"2018Q2"
"STU003487","Associate",10,"2019Q2"
"STU003490","Bachelor",10,"2019Q2"
"STU003496","Bachelor",17,"2021Q1"
"STU003499","Certificate",5,"2018Q1"
"STU003499","Associate",8,"2018Q4"
"STU003500","Certificate",6,"2018Q2"
"STU003500","Associate",10,"2019Q2"
"STU003507","Bachelor",11,"2019Q3"
"STU003512","Associate",16,"2020Q4"
"STU003515","Bachelor",15,"2020Q3"
"STU003520","Certificate",7,"2018Q3"
"STU003521","Bachelor",27,"2023Q3"
"STU003524","Associate",9,"2019Q1"
"STU003528","Bachelor",16,"2020Q4"
"STU003529","Bachelor",16,"2020Q4"
"STU003534","Associate",8,"2018Q4"
"STU003539","Associate",18,"2021Q2"
"STU003540","Certificate",5,"2018Q1"
"STU003540","Associate",8,"2018Q4"
"STU003543","Associate",7,"2018Q3"
"STU003544","Bachelor",19,"2021Q3"
"STU003547","Bachelor",15,"2020Q3"
"STU003554","Bachelor",8,"2018Q4"
"STU003557","Certificate",6,"2018Q2"
"STU003557","Associate",10,"2019Q2"
"STU003558","Bachelor",9,"2019Q1"
"STU003560","Bachelor",10,"2019Q2"
"STU003563","Bachelor",16,"2020Q4"
"STU003564","Bachelor",17,"2021Q1"
"STU003565","Bachelor",17,"2021Q1"
"STU003566","Bachelor",17,"2021Q1"
"STU003569","Associate",9,"2019Q1"
"STU003572","Associate",7,"2018Q3"
"STU003574","Associate",9,"2019Q1"
"STU003583","Bachelor",25,"2023Q1"
"STU003584","Certificate",4,"2017Q4"
"STU003586","Certificate",4,"2017Q4"
"STU003587","Certificate",6,"2018Q2"
"STU003587","Associate",11,"2019Q3"
"STU003588","Associate",2,"2017Q2"
"STU003591","Certificate",5,"2018Q1"
"STU003591","Associate",8,"2018Q4"
"STU003593","Associate",2,"2017Q2"
"STU003595","Bachelor",15,"2020Q3"
"STU003597","Associate",8,"2018Q4"
"STU003600","Associate",8,"2018Q4"
"STU003600","Bachelor",19,"2021Q3"
"STU003604","Bachelor",16,"2020Q4"
"STU003608","Associate",14,"2020Q2"
"STU003608","Bachelor",16,"2020Q4"
"STU003613","Bachelor",10,"2019Q2"
"STU003619","Bachelor",16,"2020Q4"
"STU003621","Associate",8,"2018Q4"
"STU003621","Bachelor",18,"2021Q2"
"STU003623","Bachelor",17,"2021Q1"
"STU003629","Associate",8,"2018Q4"
"STU003631","Associate",13,"2020Q1"
"STU003632","Associate",8,"2018Q4"
"STU003638","Associate",9,"2019Q1"
"STU003638","Bachelor",20,"2021Q4"
"STU003639","Bachelor",17,"2021Q1"
"STU003647","Bachelor",23,"2022Q3"
"STU003649","Bachelor",17,"2021Q1"
"STU003650","Bachelor",8,"2018Q4"
"STU003652","Bachelor",15,"2020Q3"
"STU003657","Bachelor",16,"2020Q4"
"STU003663","Associate",3,"2017Q3"
"STU003666","Associate",8,"2018Q4"
"STU003666","Bachelor",16,"2020Q4"
"STU003676","Bachelor",16,"2020Q4"
"STU003680","Associate",9,"2019Q1"
"STU003681","Bachelor",26,"2023Q2"
"STU003684","Bachelor",22,"2022Q2"
"STU003689","Certificate",5,"2018Q1"
"STU003690","Bachelor",15,"2020Q3"
"STU003699","Bachelor",16,"2020Q4"
"STU003705","Bachelor",16,"2020Q4"
"STU003706","Associate",9,"2019Q1"
"STU003711","Associate",12,"2019Q4"
"STU003711","Bachelor",19,"2021Q3"
"STU003716","Associate",7,"2018Q3"
"STU003716","Bachelor",19,"2021Q3"
"STU003720","Associate",9,"2019Q1"
"STU003720","Bachelor",18,"2021Q2"
"STU003723","Associate",7,"2018Q3"
"STU003723","Bachelor",17,"2021Q1"
"STU003728","Associate",17,"2021Q1"
"STU003729","Associate",17,"2021Q1"
"STU003730","Bachelor",26,"2023Q2"
"STU003732","Certificate",6,"2018Q2"
"STU003732","Associate",11,"2019Q3"
"STU003733","Bachelor",16,"2020Q4"
"STU003734","Certificate",5,"2018Q1"
"STU003734","Associate",8,"2018Q4"
"STU003735","Bachelor",21,"2022Q1"
"STU003736","Certificate",5,"2018Q1"
"STU003737","Bachelor",19,"2021Q3"
"STU003738","Bachelor",17,"2021Q1"
"STU003739","Associate",4,"2017Q4"
"STU003740","Bachelor",16,"2020Q4"
"STU003741","Bachelor",16,"2020Q4"
"STU003745","Certificate",6,"2018Q2"
"STU003745","Associate",10,"2019Q2"
"STU003746","Associate",8,"2018Q4"
"STU003751","Associate",3,"2017Q3"
"STU003752","Certificate",5,"2018Q1"
"STU003756","Bachelor",28,"2023Q4"
"STU003758","Bachelor",20,"2021Q4"
"STU003762","Certificate",6,"2018Q2"
"STU003762","Associate",9,"2019Q1"
"STU003764","Bachelor",17,"2021Q1"
"STU003765","Bachelor",15,"2020Q3"
"STU003766","Bachelor",17,"2021Q1"
"STU003771","Bachelor",26,"2023Q2"
"STU003775","Bachelor",29,NA
"STU003777","Certificate",5,"2018Q1"
"STU003778","Associate",8,"2018Q4"
"STU003785","Bachelor",24,"2022Q4"
"STU003790","Associate",3,"2017Q3"
"STU003791","Bachelor",15,"2020Q3"
"STU003795","Associate",8,"2018Q4"
"STU003796","Certificate",6,"2018Q2"
"STU003798","Bachelor",11,"2019Q3"
"STU003800","Associate",19,"2021Q3"
"STU003801","Bachelor",16,"2020Q4"
"STU003803","Associate",8,"2018Q4"
"STU003804","Certificate",4,"2017Q4"
"STU003804","Associate",7,"2018Q3"
"STU003805","Certificate",5,"2018Q1"
"STU003806","Bachelor",8,"2018Q4"
"STU003810","Bachelor",16,"2020Q4"
"STU003813","Associate",13,"2020Q1"
"STU003813","Bachelor",16,"2020Q4"
"STU003817","Bachelor",8,"2018Q4"
"STU003820","Associate",15,"2020Q3"
"STU003823","Certificate",5,"2018Q1"
"STU003828","Certificate",6,"2018Q2"
"STU003828","Associate",11,"2019Q3"
"STU003830","Bachelor",17,"2021Q1"
"STU003835","Certificate",5,"2018Q1"
"STU003835","Associate",9,"2019Q1"
"STU003837","Associate",3,"2017Q3"
"STU003840","Associate",9,"2019Q1"
"STU003841","Bachelor",22,"2022Q2"
"STU003843","Bachelor",29,NA
"STU003844","Certificate",4,"2017Q4"
"STU003846","Certificate",6,"2018Q2"
"STU003847","Certificate",6,"2018Q2"
"STU003852","Bachelor",23,"2022Q3"
"STU003853","Bachelor",9,"2019Q1"
"STU003856","Associate",4,"2017Q4"
"STU003862","Certificate",5,"2018Q1"
"STU003867","Certificate",5,"2018Q1"
"STU003872","Bachelor",24,"2022Q4"
"STU003873","Associate",20,"2021Q4"
"STU003874","Associate",16,"2020Q4"
"STU003876","Associate",14,"2020Q2"
"STU003877","Certificate",6,"2018Q2"
"STU003879","Bachelor",10,"2019Q2"
"STU003880","Bachelor",15,"2020Q3"
"STU003881","Bachelor",19,"2021Q3"
"STU003884","Bachelor",22,"2022Q2"
"STU003885","Bachelor",15,"2020Q3"
"STU003894","Bachelor",16,"2020Q4"
"STU003895","Bachelor",15,"2020Q3"
"STU003897","Associate",9,"2019Q1"
"STU003897","Bachelor",19,"2021Q3"
"STU003899","Certificate",5,"2018Q1"
"STU003900","Associate",2,"2017Q2"
"STU003902","Associate",9,"2019Q1"
"STU003902","Bachelor",21,"2022Q1"
"STU003904","Bachelor",26,"2023Q2"
"STU003906","Associate",3,"2017Q3"
"STU003907","Bachelor",16,"2020Q4"
"STU003909","Associate",9,"2019Q1"
"STU003911","Bachelor",19,"2021Q3"
"STU003914","Bachelor",17,"2021Q1"
"STU003918","Bachelor",17,"2021Q1"
"STU003920","Bachelor",27,"2023Q3"
"STU003922","Associate",20,"2021Q4"
"STU003922","Bachelor",21,"2022Q1"
"STU003923","Certificate",6,"2018Q2"
"STU003924","Associate",2,"2017Q2"
"STU003925","Certificate",7,"2018Q3"
"STU003926","Bachelor",8,"2018Q4"
"STU003930","Bachelor",7,"2018Q3"
"STU003932","Bachelor",25,"2023Q1"
"STU003934","Bachelor",16,"2020Q4"
"STU003936","Bachelor",28,"2023Q4"
"STU003939","Associate",9,"2019Q1"
"STU003942","Associate",7,"2018Q3"
"STU003942","Bachelor",16,"2020Q4"
"STU003949","Associate",8,"2018Q4"
"STU003951","Bachelor",15,"2020Q3"
"STU003952","Bachelor",24,"2022Q4"
"STU003953","Associate",9,"2019Q1"
"STU003954","Bachelor",17,"2021Q1"
"STU003957","Certificate",6,"2018Q2"
"STU003957","Associate",11,"2019Q3"
"STU003959","Certificate",5,"2018Q1"
"STU003961","Certificate",6,"2018Q2"
"STU003961","Associate",11,"2019Q3"
"STU003963","Bachelor",16,"2020Q4"
"STU003966","Bachelor",16,"2020Q4"
"STU003971","Certificate",7,"2018Q3"
"STU003972","Certificate",7,"2018Q3"
"STU003976","Associate",2,"2017Q2"
"STU003978","Associate",8,"2018Q4"
"STU003978","Bachelor",20,"2021Q4"
"STU003987","Bachelor",16,"2020Q4"
"STU003993","Associate",8,"2018Q4"
"STU003993","Bachelor",18,"2021Q2"
"STU003995","Bachelor",26,"2023Q2"
"STU003996","Associate",15,"2020Q3"
"STU003996","Bachelor",19,"2021Q3"
"STU003997","Bachelor",11,"2019Q3"
"STU004003","Associate",7,"2018Q3"
"STU004003","Bachelor",19,"2021Q3"
"STU004009","Certificate",7,"2018Q3"
"STU004015","Associate",7,"2018Q3"
"STU004016","Bachelor",21,"2022Q1"
"STU004019","Bachelor",16,"2020Q4"
"STU004032","Bachelor",17,"2021Q1"
"STU004035","Associate",9,"2019Q1"
"STU004040","Associate",8,"2018Q4"
"STU004041","Certificate",5,"2018Q1"
"STU004043","Associate",8,"2018Q4"
"STU004046","Associate",8,"2018Q4"
"STU004050","Bachelor",29,NA
"STU004053","Associate",14,"2020Q2"
"STU004053","Bachelor",20,"2021Q4"
"STU004056","Associate",9,"2019Q1"
"STU004057","Bachelor",9,"2019Q1"
"STU004061","Associate",8,"2018Q4"
"STU004061","Bachelor",19,"2021Q3"
"STU004064","Bachelor",15,"2020Q3"
"STU004067","Associate",2,"2017Q2"
"STU004071","Associate",20,"2021Q4"
"STU004076","Associate",7,"2018Q3"
"STU004078","Certificate",7,"2018Q3"
"STU004089","Associate",9,"2019Q1"
"STU004091","Bachelor",20,"2021Q4"
"STU004095","Bachelor",11,"2019Q3"
"STU004097","Certificate",5,"2018Q1"
"STU004100","Certificate",5,"2018Q1"
"STU004101","Associate",2,"2017Q2"
"STU004102","Associate",18,"2021Q2"
"STU004103","Bachelor",17,"2021Q1"
"STU004111","Bachelor",17,"2021Q1"
"STU004112","Associate",8,"2018Q4"
"STU004114","Bachelor",16,"2020Q4"
"STU004123","Bachelor",15,"2020Q3"
"STU004125","Bachelor",21,"2022Q1"
"STU004128","Associate",2,"2017Q2"
"STU004137","Associate",7,"2018Q3"
"STU004138","Bachelor",16,"2020Q4"
"STU004142","Bachelor",16,"2020Q4"
"STU004143","Bachelor",16,"2020Q4"
"STU004144","Certificate",6,"2018Q2"
"STU004146","Bachelor",16,"2020Q4"
"STU004152","Certificate",5,"2018Q1"
"STU004155","Associate",9,"2019Q1"
"STU004160","Bachelor",15,"2020Q3"
"STU004161","Associate",8,"2018Q4"
"STU004161","Bachelor",21,"2022Q1"
"STU004164","Certificate",6,"2018Q2"
"STU004168","Associate",8,"2018Q4"
"STU004169","Certificate",7,"2018Q3"
"STU004170","Associate",14,"2020Q2"
"STU004177","Associate",8,"2018Q4"
"STU004179","Bachelor",16,"2020Q4"
"STU004181","Associate",9,"2019Q1"
"STU004181","Bachelor",22,"2022Q2"
"STU004185","Bachelor",11,"2019Q3"
"STU004186","Associate",8,"2018Q4"
"STU004188","Associate",9,"2019Q1"
"STU004190","Bachelor",16,"2020Q4"
"STU004193","Bachelor",16,"2020Q4"
"STU004197","Bachelor",15,"2020Q3"
"STU004199","Bachelor",16,"2020Q4"
"STU004202","Bachelor",25,"2023Q1"
"STU004203","Associate",8,"2018Q4"
"STU004208","Bachelor",17,"2021Q1"
"STU004210","Associate",8,"2018Q4"
"STU004211","Certificate",6,"2018Q2"
"STU004215","Associate",2,"2017Q2"
"STU004219","Certificate",5,"2018Q1"
"STU004219","Associate",9,"2019Q1"
"STU004220","Associate",4,"2017Q4"
"STU004225","Associate",8,"2018Q4"
"STU004226","Bachelor",15,"2020Q3"
"STU004228","Certificate",7,"2018Q3"
"STU004228","Associate",11,"2019Q3"
"STU004232","Bachelor",24,"2022Q4"
"STU004239","Associate",7,"2018Q3"
"STU004241","Associate",20,"2021Q4"
"STU004242","Bachelor",16,"2020Q4"
"STU004244","Associate",4,"2017Q4"
"STU004246","Associate",7,"2018Q3"
"STU004246","Bachelor",19,"2021Q3"
"STU004249","Bachelor",17,"2021Q1"
"STU004253","Certificate",5,"2018Q1"
"STU004253","Associate",8,"2018Q4"
"STU004259","Bachelor",16,"2020Q4"
"STU004260","Certificate",6,"2018Q2"
"STU004261","Associate",9,"2019Q1"
"STU004264","Certificate",7,"2018Q3"
"STU004264","Associate",12,"2019Q4"
"STU004266","Associate",11,"2019Q3"
"STU004266","Bachelor",22,"2022Q2"
"STU004271","Associate",3,"2017Q3"
"STU004273","Associate",9,"2019Q1"
"STU004280","Associate",3,"2017Q3"
"STU004282","Certificate",7,"2018Q3"
"STU004283","Associate",9,"2019Q1"
"STU004286","Associate",8,"2018Q4"
"STU004287","Certificate",4,"2017Q4"
"STU004287","Associate",7,"2018Q3"
"STU004291","Certificate",7,"2018Q3"
"STU004294","Associate",8,"2018Q4"
"STU004294","Bachelor",18,"2021Q2"
"STU004296","Bachelor",17,"2021Q1"
"STU004300","Associate",17,"2021Q1"
"STU004305","Bachelor",21,"2022Q1"
"STU004307","Certificate",6,"2018Q2"
"STU004308","Associate",16,"2020Q4"
"STU004309","Associate",9,"2019Q1"
"STU004310","Bachelor",15,"2020Q3"
"STU004311","Certificate",7,"2018Q3"
"STU004311","Associate",11,"2019Q3"
"STU004313","Associate",8,"2018Q4"
"STU004314","Associate",10,"2019Q2"
"STU004314","Bachelor",21,"2022Q1"
"STU004319","Associate",7,"2018Q3"
"STU004320","Associate",8,"2018Q4"
"STU004321","Bachelor",25,"2023Q1"
"STU004322","Bachelor",28,"2023Q4"
"STU004323","Associate",18,"2021Q2"
"STU004324","Bachelor",11,"2019Q3"
"STU004325","Bachelor",17,"2021Q1"
"STU004330","Bachelor",17,"2021Q1"
"STU004333","Bachelor",20,"2021Q4"
"STU004334","Associate",18,"2021Q2"
"STU004335","Associate",7,"2018Q3"
"STU004337","Associate",7,"2018Q3"
"STU004343","Bachelor",16,"2020Q4"
"STU004348","Associate",9,"2019Q1"
"STU004351","Bachelor",20,"2021Q4"
"STU004354","Bachelor",23,"2022Q3"
"STU004355","Associate",14,"2020Q2"
"STU004363","Bachelor",25,"2023Q1"
"STU004364","Associate",3,"2017Q3"
"STU004367","Associate",8,"2018Q4"
"STU004368","Bachelor",15,"2020Q3"
"STU004369","Bachelor",15,"2020Q3"
"STU004374","Bachelor",8,"2018Q4"
"STU004381","Associate",21,"2022Q1"
"STU004384","Associate",3,"2017Q3"
"STU004395","Bachelor",25,"2023Q1"
"STU004398","Bachelor",28,"2023Q4"
"STU004399","Bachelor",17,"2021Q1"
"STU004401","Bachelor",16,"2020Q4"
"STU004402","Certificate",6,"2018Q2"
"STU004403","Associate",16,"2020Q4"
"STU004404","Bachelor",16,"2020Q4"
"STU004409","Associate",19,"2021Q3"
"STU004411","Certificate",7,"2018Q3"
"STU004412","Certificate",4,"2017Q4"
"STU004413","Associate",16,"2020Q4"
"STU004414","Certificate",5,"2018Q1"
"STU004414","Associate",8,"2018Q4"
"STU004419","Associate",8,"2018Q4"
"STU004421","Bachelor",21,"2022Q1"
"STU004422","Bachelor",16,"2020Q4"
"STU004423","Bachelor",25,"2023Q1"
"STU004425","Associate",8,"2018Q4"
"STU004428","Associate",9,"2019Q1"
"STU004431","Bachelor",23,"2022Q3"
"STU004432","Associate",17,"2021Q1"
"STU004433","Bachelor",17,"2021Q1"
"STU004439","Associate",7,"2018Q3"
"STU004441","Associate",8,"2018Q4"
"STU004441","Bachelor",21,"2022Q1"
"STU004442","Associate",8,"2018Q4"
"STU004442","Bachelor",19,"2021Q3"
"STU004446","Bachelor",15,"2020Q3"
"STU004457","Bachelor",16,"2020Q4"
"STU004458","Bachelor",17,"2021Q1"
"STU004461","Bachelor",18,"2021Q2"
"STU004465","Associate",8,"2018Q4"
"STU004468","Associate",9,"2019Q1"
"STU004473","Certificate",6,"2018Q2"
"STU004473","Associate",11,"2019Q3"
"STU004484","Bachelor",25,"2023Q1"
"STU004486","Bachelor",10,"2019Q2"
"STU004489","Bachelor",20,"2021Q4"
"STU004503","Associate",20,"2021Q4"
"STU004505","Associate",7,"2018Q3"
"STU004505","Bachelor",17,"2021Q1"
"STU004508","Bachelor",7,"2018Q3"
"STU004509","Associate",8,"2018Q4"
"STU004514","Associate",8,"2018Q4"
"STU004515","Certificate",6,"2018Q2"
"STU004519","Associate",9,"2019Q1"
"STU004524","Bachelor",11,"2019Q3"
"STU004529","Associate",14,"2020Q2"
"STU004530","Bachelor",16,"2020Q4"
"STU004531","Bachelor",17,"2021Q1"
"STU004533","Certificate",4,"2017Q4"
"STU004534","Bachelor",24,"2022Q4"
"STU004536","Associate",7,"2018Q3"
"STU004538","Bachelor",16,"2020Q4"
"STU004540","Certificate",7,"2018Q3"
"STU004543","Associate",9,"2019Q1"
"STU004549","Certificate",6,"2018Q2"
"STU004549","Associate",11,"2019Q3"
"STU004552","Bachelor",17,"2021Q1"
"STU004553","Bachelor",21,"2022Q1"
"STU004555","Bachelor",15,"2020Q3"
"STU004556","Bachelor",17,"2021Q1"
"STU004558","Associate",9,"2019Q1"
"STU004562","Associate",8,"2018Q4"
"STU004563","Bachelor",17,"2021Q1"
"STU004565","Bachelor",15,"2020Q3"
"STU004566","Associate",7,"2018Q3"
"STU004570","Associate",21,"2022Q1"
"STU004573","Bachelor",16,"2020Q4"
"STU004574","Bachelor",17,"2021Q1"
"STU004575","Associate",8,"2018Q4"
"STU004576","Bachelor",17,"2021Q1"
"STU004579","Certificate",5,"2018Q1"
"STU004580","Associate",9,"2019Q1"
"STU004580","Bachelor",20,"2021Q4"
"STU004582","Associate",3,"2017Q3"
"STU004585","Bachelor",17,"2021Q1"
"STU004588","Bachelor",17,"2021Q1"
"STU004590","Bachelor",20,"2021Q4"
"STU004594","Associate",9,"2019Q1"
"STU004596","Bachelor",7,"2018Q3"
"STU004599","Bachelor",15,"2020Q3"
"STU004600","Associate",18,"2021Q2"
"STU004602","Associate",9,"2019Q1"
"STU004602","Bachelor",19,"2021Q3"
"STU004603","Associate",8,"2018Q4"
"STU004603","Bachelor",19,"2021Q3"
"STU004604","Associate",8,"2018Q4"
"STU004607","Bachelor",27,"2023Q3"
"STU004610","Bachelor",15,"2020Q3"
"STU004611","Bachelor",15,"2020Q3"
"STU004615","Bachelor",16,"2020Q4"
"STU004616","Certificate",7,"2018Q3"
"STU004620","Associate",8,"2018Q4"
"STU004627","Certificate",6,"2018Q2"
"STU004627","Associate",10,"2019Q2"
"STU004628","Bachelor",17,"2021Q1"
"STU004635","Bachelor",19,"2021Q3"
"STU004637","Bachelor",22,"2022Q2"
"STU004638","Bachelor",11,"2019Q3"
"STU004640","Bachelor",19,"2021Q3"
"STU004641","Bachelor",22,"2022Q2"
"STU004643","Bachelor",15,"2020Q3"
"STU004648","Associate",9,"2019Q1"
"STU004651","Bachelor",15,"2020Q3"
"STU004652","Bachelor",25,"2023Q1"
"STU004654","Certificate",7,"2018Q3"
"STU004654","Associate",11,"2019Q3"
"STU004658","Associate",10,"2019Q2"
"STU004658","Bachelor",17,"2021Q1"
"STU004659","Bachelor",16,"2020Q4"
"STU004663","Associate",16,"2020Q4"
"STU004663","Bachelor",20,"2021Q4"
"STU004669","Associate",9,"2019Q1"
"STU004674","Bachelor",21,"2022Q1"
"STU004680","Associate",7,"2018Q3"
"STU004681","Certificate",5,"2018Q1"
"STU004681","Associate",9,"2019Q1"
"STU004684","Bachelor",28,"2023Q4"
"STU004690","Associate",9,"2019Q1"
"STU004690","Bachelor",20,"2021Q4"
"STU004693","Bachelor",8,"2018Q4"
"STU004699","Associate",20,"2021Q4"
"STU004700","Certificate",6,"2018Q2"
"STU004701","Bachelor",16,"2020Q4"
"STU004706","Bachelor",17,"2021Q1"
"STU004708","Bachelor",29,NA
"STU004712","Bachelor",15,"2020Q3"
"STU004714","Associate",7,"2018Q3"
"STU004718","Bachelor",8,"2018Q4"
"STU004720","Certificate",6,"2018Q2"
"STU004720","Associate",10,"2019Q2"
"STU004721","Bachelor",16,"2020Q4"
"STU004725","Bachelor",15,"2020Q3"
"STU004726","Bachelor",15,"2020Q3"
"STU004730","Bachelor",16,"2020Q4"
"STU004733","Associate",9,"2019Q1"
"STU004735","Associate",20,"2021Q4"
"STU004738","Bachelor",16,"2020Q4"
"STU004742","Associate",22,"2022Q2"
"STU004746","Bachelor",28,"2023Q4"
"STU004748","Associate",19,"2021Q3"
"STU004749","Bachelor",26,"2023Q2"
"STU004750","Certificate",6,"2018Q2"
"STU004752","Certificate",5,"2018Q1"
"STU004752","Associate",11,"2019Q3"
"STU004753","Associate",8,"2018Q4"
"STU004755","Bachelor",15,"2020Q3"
"STU004756","Certificate",5,"2018Q1"
"STU004759","Bachelor",17,"2021Q1"
"STU004761","Associate",11,"2019Q3"
"STU004761","Bachelor",19,"2021Q3"
"STU004763","Certificate",5,"2018Q1"
"STU004767","Certificate",5,"2018Q1"
"STU004767","Associate",9,"2019Q1"
"STU004769","Associate",8,"2018Q4"
"STU004769","Bachelor",20,"2021Q4"
"STU004770","Associate",4,"2017Q4"
"STU004772","Bachelor",8,"2018Q4"
"STU004773","Bachelor",19,"2021Q3"
"STU004774","Bachelor",21,"2022Q1"
"STU004778","Associate",3,"2017Q3"
"STU004790","Associate",9,"2019Q1"
"STU004790","Bachelor",23,"2022Q3"
"STU004791","Bachelor",28,"2023Q4"
"STU004792","Bachelor",27,"2023Q3"
"STU004793","Certificate",5,"2018Q1"
"STU004793","Associate",8,"2018Q4"
"STU004795","Bachelor",15,"2020Q3"
"STU004797","Bachelor",16,"2020Q4"
"STU004800","Certificate",4,"2017Q4"
"STU004800","Associate",7,"2018Q3"
"STU004802","Certificate",5,"2018Q1"
"STU004802","Associate",10,"2019Q2"
"STU004803","Certificate",6,"2018Q2"
"STU004806","Bachelor",11,"2019Q3"
"STU004808","Bachelor",27,"2023Q3"
"STU004810","Bachelor",22,"2022Q2"
"STU004811","Associate",8,"2018Q4"
"STU004812","Bachelor",19,"2021Q3"
"STU004813","Bachelor",16,"2020Q4"
"STU004814","Bachelor",16,"2020Q4"
"STU004821","Bachelor",8,"2018Q4"
"STU004822","Bachelor",9,"2019Q1"
"STU004827","Bachelor",15,"2020Q3"
"STU004831","Bachelor",11,"2019Q3"
"STU004835","Bachelor",14,"2020Q2"
"STU004836","Bachelor",7,"2018Q3"
"STU004837","Bachelor",17,"2021Q1"
"STU004840","Certificate",5,"2018Q1"
"STU004842","Associate",8,"2018Q4"
"STU004844","Bachelor",15,"2020Q3"
"STU004847","Bachelor",15,"2020Q3"
"STU004848","Certificate",7,"2018Q3"
"STU004849","Bachelor",20,"2021Q4"
"STU004851","Associate",7,"2018Q3"
"STU004855","Certificate",5,"2018Q1"
"STU004858","Certificate",7,"2018Q3"
"STU004864","Associate",9,"2019Q1"
"STU004864","Bachelor",23,"2022Q3"
"STU004865","Bachelor",15,"2020Q3"
"STU004867","Certificate",6,"2018Q2"
"STU004867","Associate",11,"2019Q3"
"STU004870","Bachelor",20,"2021Q4"
"STU004871","Certificate",5,"2018Q1"
"STU004874","Associate",8,"2018Q4"
"STU004879","Certificate",4,"2017Q4"
"STU004880","Bachelor",8,"2018Q4"
"STU004881","Bachelor",19,"2021Q3"
"STU004884","Bachelor",10,"2019Q2"
"STU004885","Associate",7,"2018Q3"
"STU004885","Bachelor",20,"2021Q4"
