"student_id","quarter_number","calendar_quarter","quarterly_wages","employed"
"STU002416",15,"2020Q3",NA,0
"STU002416",16,"2020Q4",NA,0
"STU002416",17,"2021Q1",10527,1
"STU002416",18,"2021Q2",11918,1
"STU002416",19,"2021Q3",12663,1
"STU002416",20,"2021Q4",16976,1
"STU002416",21,"2022Q1",10439,1
"STU002416",22,"2022Q2",13085,1
"STU002416",23,"2022Q3",NA,0
"STU002416",24,"2022Q4",NA,0
"STU002416",25,"2023Q1",11389,1
"STU002416",26,"2023Q2",17293,1
"STU002416",27,"2023Q3",14550,1
"STU002416",28,"2023Q4",NA,0
"STU002417",1,"2017Q1",NA,0
"STU002417",2,"2017Q2",NA,0
"STU002417",3,"2017Q3",NA,0
"STU002417",4,"2017Q4",NA,0
"STU002417",5,"2018Q1",NA,0
"STU002417",6,"2018Q2",NA,0
"STU002417",7,"2018Q3",NA,0
"STU002417",8,"2018Q4",NA,0
"STU002417",9,"2019Q1",NA,0
"STU002417",10,"2019Q2",NA,0
"STU002417",11,"2019Q3",NA,0
"STU002417",12,"2019Q4",NA,0
"STU002417",13,"2020Q1",NA,0
"STU002417",14,"2020Q2",NA,0
"STU002417",15,"2020Q3",NA,0
"STU002417",16,"2020Q4",NA,0
"STU002417",17,"2021Q1",NA,0
"STU002417",18,"2021Q2",NA,0
"STU002417",19,"2021Q3",NA,0
"STU002417",20,"2021Q4",NA,0
"STU002417",21,"2022Q1",NA,0
"STU002417",22,"2022Q2",NA,0
"STU002417",23,"2022Q3",NA,0
"STU002417",24,"2022Q4",NA,0
"STU002417",25,"2023Q1",NA,0
"STU002417",26,"2023Q2",NA,0
"STU002417",27,"2023Q3",14374,1
"STU002417",28,"2023Q4",14726,1
"STU002418",1,"2017Q1",NA,0
"STU002418",2,"2017Q2",NA,0
"STU002418",3,"2017Q3",NA,0
"STU002418",4,"2017Q4",NA,0
"STU002418",5,"2018Q1",NA,0
"STU002418",6,"2018Q2",NA,0
"STU002418",7,"2018Q3",NA,0
"STU002418",8,"2018Q4",NA,0
"STU002418",9,"2019Q1",7286,1
"STU002418",10,"2019Q2",5017,1
"STU002418",11,"2019Q3",10315,1
"STU002418",12,"2019Q4",6252,1
"STU002418",13,"2020Q1",11401,1
"STU002418",14,"2020Q2",8285,1
"STU002418",15,"2020Q3",6856,1
"STU002418",16,"2020Q4",7023,1
"STU002418",17,"2021Q1",16507,1
"STU002418",18,"2021Q2",13188,1
"STU002418",19,"2021Q3",19099,1
"STU002418",20,"2021Q4",19381,1
"STU002418",21,"2022Q1",19952,1
"STU002418",22,"2022Q2",27633,1
"STU002418",23,"2022Q3",22925,1
"STU002418",24,"2022Q4",15443,1
"STU002418",25,"2023Q1",NA,0
"STU002418",26,"2023Q2",20221,1
"STU002418",27,"2023Q3",27443,1
"STU002418",28,"2023Q4",21121,1
"STU002419",1,"2017Q1",17628,1
"STU002419",2,"2017Q2",NA,0
"STU002419",3,"2017Q3",NA,0
"STU002419",4,"2017Q4",NA,0
"STU002419",5,"2018Q1",NA,0
"STU002419",6,"2018Q2",7213,1
"STU002419",7,"2018Q3",7256,1
"STU002419",8,"2018Q4",12326,1
"STU002419",9,"2019Q1",10554,1
"STU002419",10,"2019Q2",8296,1
"STU002419",11,"2019Q3",NA,0
"STU002419",12,"2019Q4",NA,0
"STU002419",13,"2020Q1",NA,0
"STU002419",14,"2020Q2",11961,1
"STU002419",15,"2020Q3",13191,1
"STU002419",16,"2020Q4",NA,0
"STU002419",17,"2021Q1",NA,0
"STU002419",18,"2021Q2",NA,0
"STU002419",19,"2021Q3",18542,1
"STU002419",20,"2021Q4",NA,0
"STU002419",21,"2022Q1",12405,1
"STU002419",22,"2022Q2",NA,0
"STU002419",23,"2022Q3",8425,1
"STU002419",24,"2022Q4",14714,1
"STU002419",25,"2023Q1",15798,1
"STU002419",26,"2023Q2",13220,1
"STU002419",27,"2023Q3",NA,0
"STU002419",28,"2023Q4",11629,1
"STU002420",1,"2017Q1",9975,1
"STU002420",2,"2017Q2",4919,1
"STU002420",3,"2017Q3",NA,0
"STU002420",4,"2017Q4",NA,0
"STU002420",5,"2018Q1",NA,0
"STU002420",6,"2018Q2",4874,1
"STU002420",7,"2018Q3",11133,1
"STU002420",8,"2018Q4",NA,0
"STU002420",9,"2019Q1",NA,0
"STU002420",10,"2019Q2",9423,1
"STU002420",11,"2019Q3",14536,1
"STU002420",12,"2019Q4",7212,1
"STU002420",13,"2020Q1",10890,1
"STU002420",14,"2020Q2",12141,1
"STU002420",15,"2020Q3",10643,1
"STU002420",16,"2020Q4",13508,1
"STU002420",17,"2021Q1",11457,1
"STU002420",18,"2021Q2",13241,1
"STU002420",19,"2021Q3",12405,1
"STU002420",20,"2021Q4",11947,1
"STU002420",21,"2022Q1",14760,1
"STU002420",22,"2022Q2",12207,1
"STU002420",23,"2022Q3",NA,0
"STU002420",24,"2022Q4",NA,0
"STU002420",25,"2023Q1",11196,1
"STU002420",26,"2023Q2",9454,1
"STU002420",27,"2023Q3",NA,0
"STU002420",28,"2023Q4",NA,0
"STU002421",1,"2017Q1",NA,0
"STU002421",2,"2017Q2",NA,0
"STU002421",3,"2017Q3",NA,0
"STU002421",4,"2017Q4",NA,0
"STU002421",5,"2018Q1",NA,0
"STU002421",6,"2018Q2",NA,0
"STU002421",7,"2018Q3",NA,0
"STU002421",8,"2018Q4",NA,0
"STU002421",9,"2019Q1",NA,0
"STU002421",10,"2019Q2",NA,0
"STU002421",11,"2019Q3",NA,0
"STU002421",12,"2019Q4",NA,0
"STU002421",13,"2020Q1",NA,0
"STU002421",14,"2020Q2",NA,0
"STU002421",15,"2020Q3",NA,0
"STU002421",16,"2020Q4",NA,0
"STU002421",17,"2021Q1",NA,0
"STU002421",18,"2021Q2",NA,0
"STU002421",19,"2021Q3",NA,0
"STU002421",20,"2021Q4",NA,0
"STU002421",21,"2022Q1",NA,0
"STU002421",22,"2022Q2",NA,0
"STU002421",23,"2022Q3",NA,0
"STU002421",24,"2022Q4",NA,0
"STU002421",25,"2023Q1",NA,0
"STU002421",26,"2023Q2",NA,0
"STU002421",27,"2023Q3",NA,0
"STU002421",28,"2023Q4",NA,0
"STU002422",1,"2017Q1",NA,0
"STU002422",2,"2017Q2",NA,0
"STU002422",3,"2017Q3",NA,0
"STU002422",4,"2017Q4",NA,0
"STU002422",5,"2018Q1",NA,0
"STU002422",6,"2018Q2",NA,0
"STU002422",7,"2018Q3",NA,0
"STU002422",8,"2018Q4",NA,0
"STU002422",9,"2019Q1",NA,0
"STU002422",10,"2019Q2",NA,0
"STU002422",11,"2019Q3",NA,0
"STU002422",12,"2019Q4",NA,0
"STU002422",13,"2020Q1",NA,0
"STU002422",14,"2020Q2",NA,0
"STU002422",15,"2020Q3",NA,0
"STU002422",16,"2020Q4",NA,0
"STU002422",17,"2021Q1",NA,0
"STU002422",18,"2021Q2",NA,0
"STU002422",19,"2021Q3",NA,0
"STU002422",20,"2021Q4",NA,0
"STU002422",21,"2022Q1",NA,0
"STU002422",22,"2022Q2",NA,0
"STU002422",23,"2022Q3",NA,0
"STU002422",24,"2022Q4",NA,0
"STU002422",25,"2023Q1",NA,0
"STU002422",26,"2023Q2",NA,0
"STU002422",27,"2023Q3",NA,0
"STU002422",28,"2023Q4",NA,0
"STU002423",1,"2017Q1",NA,0
"STU002423",2,"2017Q2",NA,0
"STU002423",3,"2017Q3",NA,0
"STU002423",4,"2017Q4",NA,0
"STU002423",5,"2018Q1",NA,0
"STU002423",6,"2018Q2",NA,0
"STU002423",7,"2018Q3",NA,0
"STU002423",8,"2018Q4",NA,0
"STU002423",9,"2019Q1",NA,0
"STU002423",10,"2019Q2",NA,0
"STU002423",11,"2019Q3",NA,0
"STU002423",12,"2019Q4",NA,0
"STU002423",13,"2020Q1",25453,1
"STU002423",14,"2020Q2",28959,1
"STU002423",15,"2020Q3",14958,1
"STU002423",16,"2020Q4",18081,1
"STU002423",17,"2021Q1",26003,1
"STU002423",18,"2021Q2",18455,1
"STU002423",19,"2021Q3",15336,1
"STU002423",20,"2021Q4",25218,1
"STU002423",21,"2022Q1",NA,0
"STU002423",22,"2022Q2",19360,1
"STU002423",23,"2022Q3",19363,1
"STU002423",24,"2022Q4",9794,1
"STU002423",25,"2023Q1",14825,1
"STU002423",26,"2023Q2",17123,1
"STU002423",27,"2023Q3",NA,0
"STU002423",28,"2023Q4",NA,0
"STU002424",1,"2017Q1",6247,1
"STU002424",2,"2017Q2",NA,0
"STU002424",3,"2017Q3",NA,0
"STU002424",4,"2017Q4",NA,0
"STU002424",5,"2018Q1",NA,0
"STU002424",6,"2018Q2",NA,0
"STU002424",7,"2018Q3",NA,0
"STU002424",8,"2018Q4",NA,0
"STU002424",9,"2019Q1",NA,0
"STU002424",10,"2019Q2",NA,0
"STU002424",11,"2019Q3",NA,0
"STU002424",12,"2019Q4",NA,0
"STU002424",13,"2020Q1",NA,0
"STU002424",14,"2020Q2",NA,0
"STU002424",15,"2020Q3",10630,1
"STU002424",16,"2020Q4",NA,0
"STU002424",17,"2021Q1",NA,0
"STU002424",18,"2021Q2",NA,0
"STU002424",19,"2021Q3",11162,1
"STU002424",20,"2021Q4",6780,1
"STU002424",21,"2022Q1",10134,1
"STU002424",22,"2022Q2",15239,1
"STU002424",23,"2022Q3",24893,1
"STU002424",24,"2022Q4",8729,1
"STU002424",25,"2023Q1",NA,0
"STU002424",26,"2023Q2",NA,0
"STU002424",27,"2023Q3",NA,0
"STU002424",28,"2023Q4",NA,0
"STU002425",1,"2017Q1",NA,0
"STU002425",2,"2017Q2",NA,0
"STU002425",3,"2017Q3",NA,0
"STU002425",4,"2017Q4",NA,0
"STU002425",5,"2018Q1",NA,0
"STU002425",6,"2018Q2",NA,0
"STU002425",7,"2018Q3",NA,0
"STU002425",8,"2018Q4",NA,0
"STU002425",9,"2019Q1",NA,0
"STU002425",10,"2019Q2",NA,0
"STU002425",11,"2019Q3",NA,0
"STU002425",12,"2019Q4",NA,0
"STU002425",13,"2020Q1",NA,0
"STU002425",14,"2020Q2",NA,0
"STU002425",15,"2020Q3",NA,0
"STU002425",16,"2020Q4",NA,0
"STU002425",17,"2021Q1",NA,0
"STU002425",18,"2021Q2",NA,0
"STU002425",19,"2021Q3",17575,1
"STU002425",20,"2021Q4",NA,0
"STU002425",21,"2022Q1",11960,1
"STU002425",22,"2022Q2",14433,1
"STU002425",23,"2022Q3",15991,1
"STU002425",24,"2022Q4",22105,1
"STU002425",25,"2023Q1",NA,0
"STU002425",26,"2023Q2",NA,0
"STU002425",27,"2023Q3",26915,1
"STU002425",28,"2023Q4",NA,0
"STU002426",1,"2017Q1",NA,0
"STU002426",2,"2017Q2",NA,0
"STU002426",3,"2017Q3",6313,1
"STU002426",4,"2017Q4",NA,0
"STU002426",5,"2018Q1",NA,0
"STU002426",6,"2018Q2",NA,0
"STU002426",7,"2018Q3",NA,0
"STU002426",8,"2018Q4",NA,0
"STU002426",9,"2019Q1",NA,0
"STU002426",10,"2019Q2",NA,0
"STU002426",11,"2019Q3",NA,0
"STU002426",12,"2019Q4",16165,1
"STU002426",13,"2020Q1",NA,0
"STU002426",14,"2020Q2",NA,0
"STU002426",15,"2020Q3",NA,0
"STU002426",16,"2020Q4",NA,0
"STU002426",17,"2021Q1",15959,1
"STU002426",18,"2021Q2",NA,0
"STU002426",19,"2021Q3",NA,0
"STU002426",20,"2021Q4",14281,1
"STU002426",21,"2022Q1",15476,1
"STU002426",22,"2022Q2",12493,1
"STU002426",23,"2022Q3",16458,1
"STU002426",24,"2022Q4",17835,1
"STU002426",25,"2023Q1",21544,1
"STU002426",26,"2023Q2",12009,1
"STU002426",27,"2023Q3",NA,0
"STU002426",28,"2023Q4",NA,0
"STU002427",1,"2017Q1",NA,0
"STU002427",2,"2017Q2",7264,1
"STU002427",3,"2017Q3",7986,1
"STU002427",4,"2017Q4",NA,0
"STU002427",5,"2018Q1",NA,0
"STU002427",6,"2018Q2",NA,0
"STU002427",7,"2018Q3",NA,0
"STU002427",8,"2018Q4",NA,0
"STU002427",9,"2019Q1",NA,0
"STU002427",10,"2019Q2",NA,0
"STU002427",11,"2019Q3",8286,1
"STU002427",12,"2019Q4",NA,0
"STU002427",13,"2020Q1",NA,0
"STU002427",14,"2020Q2",NA,0
"STU002427",15,"2020Q3",NA,0
"STU002427",16,"2020Q4",NA,0
"STU002427",17,"2021Q1",18976,1
"STU002427",18,"2021Q2",NA,0
"STU002427",19,"2021Q3",NA,0
"STU002427",20,"2021Q4",14272,1
"STU002427",21,"2022Q1",9021,1
"STU002427",22,"2022Q2",NA,0
"STU002427",23,"2022Q3",NA,0
"STU002427",24,"2022Q4",NA,0
"STU002427",25,"2023Q1",NA,0
"STU002427",26,"2023Q2",18225,1
"STU002427",27,"2023Q3",13577,1
"STU002427",28,"2023Q4",11903,1
"STU002428",1,"2017Q1",12498,1
"STU002428",2,"2017Q2",5656,1
"STU002428",3,"2017Q3",NA,0
"STU002428",4,"2017Q4",NA,0
"STU002428",5,"2018Q1",7106,1
"STU002428",6,"2018Q2",6441,1
"STU002428",7,"2018Q3",8762,1
"STU002428",8,"2018Q4",NA,0
"STU002428",9,"2019Q1",5353,1
"STU002428",10,"2019Q2",7549,1
"STU002428",11,"2019Q3",12801,1
"STU002428",12,"2019Q4",NA,0
"STU002428",13,"2020Q1",NA,0
"STU002428",14,"2020Q2",NA,0
"STU002428",15,"2020Q3",NA,0
"STU002428",16,"2020Q4",NA,0
"STU002428",17,"2021Q1",NA,0
"STU002428",18,"2021Q2",6523,1
"STU002428",19,"2021Q3",14474,1
"STU002428",20,"2021Q4",9543,1
"STU002428",21,"2022Q1",13123,1
"STU002428",22,"2022Q2",11601,1
"STU002428",23,"2022Q3",10466,1
"STU002428",24,"2022Q4",16721,1
"STU002428",25,"2023Q1",10881,1
"STU002428",26,"2023Q2",15783,1
"STU002428",27,"2023Q3",NA,0
"STU002428",28,"2023Q4",NA,0
"STU002429",1,"2017Q1",6398,1
"STU002429",2,"2017Q2",11954,1
"STU002429",3,"2017Q3",NA,0
"STU002429",4,"2017Q4",NA,0
"STU002429",5,"2018Q1",7241,1
"STU002429",6,"2018Q2",6916,1
"STU002429",7,"2018Q3",6807,1
"STU002429",8,"2018Q4",7275,1
"STU002429",9,"2019Q1",10818,1
"STU002429",10,"2019Q2",10516,1
"STU002429",11,"2019Q3",NA,0
"STU002429",12,"2019Q4",NA,0
"STU002429",13,"2020Q1",8510,1
"STU002429",14,"2020Q2",8452,1
"STU002429",15,"2020Q3",9833,1
"STU002429",16,"2020Q4",NA,0
"STU002429",17,"2021Q1",NA,0
"STU002429",18,"2021Q2",NA,0
"STU002429",19,"2021Q3",NA,0
"STU002429",20,"2021Q4",10712,1
"STU002429",21,"2022Q1",8898,1
"STU002429",22,"2022Q2",12030,1
"STU002429",23,"2022Q3",13974,1
"STU002429",24,"2022Q4",8078,1
"STU002429",25,"2023Q1",NA,0
"STU002429",26,"2023Q2",NA,0
"STU002429",27,"2023Q3",NA,0
"STU002429",28,"2023Q4",NA,0
"STU002430",1,"2017Q1",NA,0
"STU002430",2,"2017Q2",7836,1
"STU002430",3,"2017Q3",6179,1
"STU002430",4,"2017Q4",NA,0
"STU002430",5,"2018Q1",7551,1
"STU002430",6,"2018Q2",7630,1
"STU002430",7,"2018Q3",7743,1
"STU002430",8,"2018Q4",8264,1
"STU002430",9,"2019Q1",NA,0
"STU002430",10,"2019Q2",NA,0
"STU002430",11,"2019Q3",NA,0
"STU002430",12,"2019Q4",NA,0
"STU002430",13,"2020Q1",NA,0
"STU002430",14,"2020Q2",NA,0
"STU002430",15,"2020Q3",NA,0
"STU002430",16,"2020Q4",NA,0
"STU002430",17,"2021Q1",NA,0
"STU002430",18,"2021Q2",NA,0
"STU002430",19,"2021Q3",NA,0
"STU002430",20,"2021Q4",NA,0
"STU002430",21,"2022Q1",NA,0
"STU002430",22,"2022Q2",19144,1
"STU002430",23,"2022Q3",14787,1
"STU002430",24,"2022Q4",17669,1
"STU002430",25,"2023Q1",6082,1
"STU002430",26,"2023Q2",19434,1
"STU002430",27,"2023Q3",20699,1
"STU002430",28,"2023Q4",13476,1
"STU002431",1,"2017Q1",10499,1
"STU002431",2,"2017Q2",9980,1
"STU002431",3,"2017Q3",6620,1
"STU002431",4,"2017Q4",17358,1
"STU002431",5,"2018Q1",10449,1
"STU002431",6,"2018Q2",NA,0
"STU002431",7,"2018Q3",24452,1
"STU002431",8,"2018Q4",17705,1
"STU002431",9,"2019Q1",23295,1
"STU002431",10,"2019Q2",NA,0
"STU002431",11,"2019Q3",13223,1
"STU002431",12,"2019Q4",18810,1
"STU002431",13,"2020Q1",22258,1
"STU002431",14,"2020Q2",NA,0
"STU002431",15,"2020Q3",NA,0
"STU002431",16,"2020Q4",30858,1
"STU002431",17,"2021Q1",18136,1
"STU002431",18,"2021Q2",15036,1
"STU002431",19,"2021Q3",20732,1
"STU002431",20,"2021Q4",NA,0
"STU002431",21,"2022Q1",NA,0
"STU002431",22,"2022Q2",21297,1
"STU002431",23,"2022Q3",29958,1
"STU002431",24,"2022Q4",26446,1
"STU002431",25,"2023Q1",NA,0
"STU002431",26,"2023Q2",NA,0
"STU002431",27,"2023Q3",21912,1
"STU002431",28,"2023Q4",NA,0
"STU002432",1,"2017Q1",7691,1
"STU002432",2,"2017Q2",NA,0
"STU002432",3,"2017Q3",NA,0
"STU002432",4,"2017Q4",10190,1
"STU002432",5,"2018Q1",NA,0
"STU002432",6,"2018Q2",NA,0
"STU002432",7,"2018Q3",NA,0
"STU002432",8,"2018Q4",NA,0
"STU002432",9,"2019Q1",16973,1
"STU002432",10,"2019Q2",20023,1
"STU002432",11,"2019Q3",13159,1
"STU002432",12,"2019Q4",NA,0
"STU002432",13,"2020Q1",8040,1
"STU002432",14,"2020Q2",9921,1
"STU002432",15,"2020Q3",16954,1
"STU002432",16,"2020Q4",14739,1
"STU002432",17,"2021Q1",16269,1
"STU002432",18,"2021Q2",13826,1
"STU002432",19,"2021Q3",17387,1
"STU002432",20,"2021Q4",NA,0
"STU002432",21,"2022Q1",NA,0
"STU002432",22,"2022Q2",17058,1
"STU002432",23,"2022Q3",11523,1
"STU002432",24,"2022Q4",NA,0
"STU002432",25,"2023Q1",19730,1
"STU002432",26,"2023Q2",15739,1
"STU002432",27,"2023Q3",15156,1
"STU002432",28,"2023Q4",14638,1
"STU002433",1,"2017Q1",NA,0
"STU002433",2,"2017Q2",NA,0
"STU002433",3,"2017Q3",NA,0
"STU002433",4,"2017Q4",NA,0
"STU002433",5,"2018Q1",NA,0
"STU002433",6,"2018Q2",NA,0
"STU002433",7,"2018Q3",NA,0
"STU002433",8,"2018Q4",NA,0
"STU002433",9,"2019Q1",NA,0
"STU002433",10,"2019Q2",NA,0
"STU002433",11,"2019Q3",NA,0
"STU002433",12,"2019Q4",NA,0
"STU002433",13,"2020Q1",NA,0
"STU002433",14,"2020Q2",NA,0
"STU002433",15,"2020Q3",13508,1
"STU002433",16,"2020Q4",16544,1
"STU002433",17,"2021Q1",20848,1
"STU002433",18,"2021Q2",16132,1
"STU002433",19,"2021Q3",29287,1
"STU002433",20,"2021Q4",35664,1
"STU002433",21,"2022Q1",NA,0
"STU002433",22,"2022Q2",NA,0
"STU002433",23,"2022Q3",NA,0
"STU002433",24,"2022Q4",NA,0
"STU002433",25,"2023Q1",NA,0
"STU002433",26,"2023Q2",NA,0
"STU002433",27,"2023Q3",NA,0
"STU002433",28,"2023Q4",NA,0
"STU002434",1,"2017Q1",NA,0
"STU002434",2,"2017Q2",NA,0
"STU002434",3,"2017Q3",NA,0
"STU002434",4,"2017Q4",NA,0
"STU002434",5,"2018Q1",NA,0
"STU002434",6,"2018Q2",NA,0
"STU002434",7,"2018Q3",NA,0
"STU002434",8,"2018Q4",NA,0
"STU002434",9,"2019Q1",NA,0
"STU002434",10,"2019Q2",NA,0
"STU002434",11,"2019Q3",NA,0
"STU002434",12,"2019Q4",NA,0
"STU002434",13,"2020Q1",NA,0
"STU002434",14,"2020Q2",NA,0
"STU002434",15,"2020Q3",NA,0
"STU002434",16,"2020Q4",NA,0
"STU002434",17,"2021Q1",NA,0
"STU002434",18,"2021Q2",NA,0
"STU002434",19,"2021Q3",NA,0
"STU002434",20,"2021Q4",NA,0
"STU002434",21,"2022Q1",9350,1
"STU002434",22,"2022Q2",NA,0
"STU002434",23,"2022Q3",17242,1
"STU002434",24,"2022Q4",19791,1
"STU002434",25,"2023Q1",12199,1
"STU002434",26,"2023Q2",12754,1
"STU002434",27,"2023Q3",NA,0
"STU002434",28,"2023Q4",18259,1
"STU002435",1,"2017Q1",12819,1
"STU002435",2,"2017Q2",13596,1
"STU002435",3,"2017Q3",11419,1
"STU002435",4,"2017Q4",10678,1
"STU002435",5,"2018Q1",14821,1
"STU002435",6,"2018Q2",7755,1
"STU002435",7,"2018Q3",8311,1
"STU002435",8,"2018Q4",15152,1
"STU002435",9,"2019Q1",NA,0
"STU002435",10,"2019Q2",5848,1
"STU002435",11,"2019Q3",8696,1
"STU002435",12,"2019Q4",NA,0
"STU002435",13,"2020Q1",8219,1
"STU002435",14,"2020Q2",9765,1
"STU002435",15,"2020Q3",8819,1
"STU002435",16,"2020Q4",8403,1
"STU002435",17,"2021Q1",13057,1
"STU002435",18,"2021Q2",10389,1
"STU002435",19,"2021Q3",7042,1
"STU002435",20,"2021Q4",NA,0
"STU002435",21,"2022Q1",NA,0
"STU002435",22,"2022Q2",NA,0
"STU002435",23,"2022Q3",11390,1
"STU002435",24,"2022Q4",15998,1
"STU002435",25,"2023Q1",9465,1
"STU002435",26,"2023Q2",NA,0
"STU002435",27,"2023Q3",19541,1
"STU002435",28,"2023Q4",11602,1
"STU002436",1,"2017Q1",NA,0
"STU002436",2,"2017Q2",10488,1
"STU002436",3,"2017Q3",NA,0
"STU002436",4,"2017Q4",NA,0
"STU002436",5,"2018Q1",NA,0
"STU002436",6,"2018Q2",7380,1
"STU002436",7,"2018Q3",9069,1
"STU002436",8,"2018Q4",6128,1
"STU002436",9,"2019Q1",7809,1
"STU002436",10,"2019Q2",7318,1
"STU002436",11,"2019Q3",NA,0
"STU002436",12,"2019Q4",NA,0
"STU002436",13,"2020Q1",NA,0
"STU002436",14,"2020Q2",NA,0
"STU002436",15,"2020Q3",12958,1
"STU002436",16,"2020Q4",11278,1
"STU002436",17,"2021Q1",NA,0
"STU002436",18,"2021Q2",NA,0
"STU002436",19,"2021Q3",NA,0
"STU002436",20,"2021Q4",5983,1
"STU002436",21,"2022Q1",10216,1
"STU002436",22,"2022Q2",NA,0
"STU002436",23,"2022Q3",NA,0
"STU002436",24,"2022Q4",NA,0
"STU002436",25,"2023Q1",20282,1
"STU002436",26,"2023Q2",13304,1
"STU002436",27,"2023Q3",NA,0
"STU002436",28,"2023Q4",18086,1
"STU002437",1,"2017Q1",NA,0
"STU002437",2,"2017Q2",7292,1
"STU002437",3,"2017Q3",11230,1
"STU002437",4,"2017Q4",9792,1
"STU002437",5,"2018Q1",17864,1
"STU002437",6,"2018Q2",12268,1
"STU002437",7,"2018Q3",9895,1
"STU002437",8,"2018Q4",11389,1
"STU002437",9,"2019Q1",10412,1
"STU002437",10,"2019Q2",7636,1
"STU002437",11,"2019Q3",22712,1
"STU002437",12,"2019Q4",7842,1
"STU002437",13,"2020Q1",NA,0
"STU002437",14,"2020Q2",NA,0
"STU002437",15,"2020Q3",10875,1
"STU002437",16,"2020Q4",NA,0
"STU002437",17,"2021Q1",NA,0
"STU002437",18,"2021Q2",NA,0
"STU002437",19,"2021Q3",NA,0
"STU002437",20,"2021Q4",NA,0
"STU002437",21,"2022Q1",14532,1
"STU002437",22,"2022Q2",14741,1
"STU002437",23,"2022Q3",NA,0
"STU002437",24,"2022Q4",NA,0
"STU002437",25,"2023Q1",NA,0
"STU002437",26,"2023Q2",NA,0
"STU002437",27,"2023Q3",NA,0
"STU002437",28,"2023Q4",NA,0
"STU002438",1,"2017Q1",NA,0
"STU002438",2,"2017Q2",NA,0
"STU002438",3,"2017Q3",NA,0
"STU002438",4,"2017Q4",NA,0
"STU002438",5,"2018Q1",NA,0
"STU002438",6,"2018Q2",NA,0
"STU002438",7,"2018Q3",NA,0
"STU002438",8,"2018Q4",NA,0
"STU002438",9,"2019Q1",NA,0
"STU002438",10,"2019Q2",NA,0
"STU002438",11,"2019Q3",NA,0
"STU002438",12,"2019Q4",10673,1
"STU002438",13,"2020Q1",10175,1
"STU002438",14,"2020Q2",9452,1
"STU002438",15,"2020Q3",10606,1
"STU002438",16,"2020Q4",11769,1
"STU002438",17,"2021Q1",20984,1
"STU002438",18,"2021Q2",12365,1
"STU002438",19,"2021Q3",10362,1
"STU002438",20,"2021Q4",14571,1
"STU002438",21,"2022Q1",10795,1
"STU002438",22,"2022Q2",8792,1
"STU002438",23,"2022Q3",NA,0
"STU002438",24,"2022Q4",NA,0
"STU002438",25,"2023Q1",17352,1
"STU002438",26,"2023Q2",NA,0
"STU002438",27,"2023Q3",NA,0
"STU002438",28,"2023Q4",7325,1
"STU002439",1,"2017Q1",NA,0
"STU002439",2,"2017Q2",NA,0
"STU002439",3,"2017Q3",NA,0
"STU002439",4,"2017Q4",NA,0
"STU002439",5,"2018Q1",NA,0
"STU002439",6,"2018Q2",NA,0
"STU002439",7,"2018Q3",NA,0
"STU002439",8,"2018Q4",3820,1
"STU002439",9,"2019Q1",11085,1
"STU002439",10,"2019Q2",7925,1
"STU002439",11,"2019Q3",NA,0
"STU002439",12,"2019Q4",18486,1
"STU002439",13,"2020Q1",11150,1
"STU002439",14,"2020Q2",11957,1
"STU002439",15,"2020Q3",11737,1
"STU002439",16,"2020Q4",NA,0
"STU002439",17,"2021Q1",NA,0
"STU002439",18,"2021Q2",NA,0
"STU002439",19,"2021Q3",NA,0
"STU002439",20,"2021Q4",14076,1
"STU002439",21,"2022Q1",8584,1
"STU002439",22,"2022Q2",19491,1
"STU002439",23,"2022Q3",15372,1
"STU002439",24,"2022Q4",NA,0
"STU002439",25,"2023Q1",7047,1
"STU002439",26,"2023Q2",NA,0
"STU002439",27,"2023Q3",NA,0
"STU002439",28,"2023Q4",NA,0
"STU002440",1,"2017Q1",NA,0
"STU002440",2,"2017Q2",NA,0
"STU002440",3,"2017Q3",7288,1
"STU002440",4,"2017Q4",8680,1
"STU002440",5,"2018Q1",5465,1
"STU002440",6,"2018Q2",8696,1
"STU002440",7,"2018Q3",NA,0
"STU002440",8,"2018Q4",NA,0
"STU002440",9,"2019Q1",NA,0
"STU002440",10,"2019Q2",NA,0
"STU002440",11,"2019Q3",NA,0
"STU002440",12,"2019Q4",NA,0
"STU002440",13,"2020Q1",11644,1
"STU002440",14,"2020Q2",9347,1
"STU002440",15,"2020Q3",6124,1
"STU002440",16,"2020Q4",12555,1
"STU002440",17,"2021Q1",12376,1
"STU002440",18,"2021Q2",12939,1
"STU002440",19,"2021Q3",18394,1
"STU002440",20,"2021Q4",21013,1
"STU002440",21,"2022Q1",18929,1
"STU002440",22,"2022Q2",NA,0
"STU002440",23,"2022Q3",NA,0
"STU002440",24,"2022Q4",8748,1
"STU002440",25,"2023Q1",7759,1
"STU002440",26,"2023Q2",29098,1
"STU002440",27,"2023Q3",18549,1
"STU002440",28,"2023Q4",NA,0
"STU002441",1,"2017Q1",NA,0
"STU002441",2,"2017Q2",NA,0
"STU002441",3,"2017Q3",11537,1
"STU002441",4,"2017Q4",12029,1
"STU002441",5,"2018Q1",NA,0
"STU002441",6,"2018Q2",NA,0
"STU002441",7,"2018Q3",8611,1
"STU002441",8,"2018Q4",4313,1
"STU002441",9,"2019Q1",6538,1
"STU002441",10,"2019Q2",NA,0
"STU002441",11,"2019Q3",NA,0
"STU002441",12,"2019Q4",NA,0
