"student_id","wage_q1","wage_q2","wage_q3","wage_q4","wage_q5","wage_q6","wage_q7","wage_q8","wage_q9","wage_q10","wage_q11","wage_q12","wage_q13","wage_q14","wage_q15","wage_q16","wage_q17","wage_q18","wage_q19","wage_q20","wage_q21","wage_q22","wage_q23","wage_q24","wage_q25","wage_q26","wage_q27","wage_q28"
"STU002089",13538,10105,NA,11794,15975,NA,14333,NA,13555,NA,NA,NA,12711,18359,16689,20037,20098,11590,13828,15629,NA,NA,NA,22647,12036,14848,20407,24334
"STU002090",NA,5904,7930,NA,6367,8858,7399,NA,NA,5030,8911,7635,5886,NA,NA,6481,NA,NA,NA,NA,10092,11433,7940,NA,NA,NA,10127,NA
"STU002091",NA,NA,NA,NA,NA,6140,7818,5374,NA,NA,NA,NA,NA,NA,NA,NA,NA,9632,13657,7279,NA,NA,16594,8405,NA,NA,NA,10466
"STU002092",NA,NA,NA,NA,NA,4540,7581,13612,20088,NA,12395,10338,8225,21046,8651,NA,NA,17251,15953,NA,NA,NA,NA,NA,12255,NA,13679,14305
"STU002093",NA,NA,NA,NA,NA,NA,NA,NA,NA,4150,NA,4751,7508,9930,13723,5980,8892,11584,NA,NA,NA,8181,7733,7361,NA,10960,13422,10204
"STU002094",7970,NA,NA,15364,11431,8625,8878,7404,18537,NA,NA,15257,18386,13841,15137,16819,18903,NA,NA,NA,NA,NA,NA,14525,29200,17565,27539,NA
"STU002095",NA,NA,NA,NA,8008,12762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127,6615,7773,9513,11052,5665,NA,6344,6893,13083,8681,5768
"STU002096",15913,5245,NA,3067,10776,5543,5135,8550,4643,NA,NA,NA,NA,NA,NA,4189,12948,NA,NA,8147,8922,12165,10149,8539,11744,9328,14400,14658
"STU002097",10369,7921,8723,9042,14549,9290,18153,7565,9414,11367,11337,17836,11830,8622,11075,NA,NA,NA,11698,NA,18033,14166,13405,NA,NA,NA,NA,NA
"STU002098",NA,NA,NA,NA,NA,NA,12742,16677,10771,10285,8606,7994,18440,NA,NA,19305,17854,18242,34174,14860,18321,22232,24087,24061,23669,27018,16136,NA
"STU002099",8464,11259,11331,12658,10228,11505,NA,8458,NA,NA,NA,11149,14465,10140,11748,NA,NA,23257,10435,14090,8964,12168,15656,11831,8982,12076,NA,NA
"STU002100",12152,5838,9172,6052,4577,NA,NA,NA,NA,NA,NA,4713,5342,6213,NA,NA,NA,12499,NA,14493,5954,12590,11342,14941,16408,10426,10409,12659
"STU002101",NA,NA,NA,6122,9484,7759,NA,12449,13346,NA,NA,12790,12657,6665,10028,17040,23406,9657,18496,27657,16414,NA,NA,15259,22175,NA,NA,NA
"STU002102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18313,19213,23776,27604,NA,NA,19537,19104,21690,17278,25845,13970,22891,NA,46354,32672,21093,33459
"STU002103",4500,6369,6625,5662,NA,NA,NA,NA,NA,NA,10858,NA,NA,NA,8000,6964,8060,12346,7488,11986,9321,NA,NA,NA,NA,NA,NA,NA
"STU002104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14323,18815,NA,12095,12961,7425,NA,NA,NA,NA,NA,20322,11291,12927,NA,12886,9654,19119
"STU002105",6757,NA,NA,NA,9492,6394,9419,4904,8606,6687,15798,NA,9751,6034,NA,NA,NA,NA,NA,NA,NA,12874,19430,14611,11225,17785,20727,10471
"STU002106",5667,NA,NA,NA,NA,NA,4588,9093,10305,5424,10181,NA,NA,NA,15208,11190,17866,11628,13496,13648,16164,NA,NA,14013,8844,15483,13606,8948
"STU002107",10426,5615,NA,12140,13170,15290,NA,NA,NA,9101,8205,NA,15893,10081,6764,10306,11134,12110,11252,9987,18393,NA,NA,NA,NA,NA,8638,9017
"STU002108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14425,12860,41900,12516,12016,38213,34778,23644,23110,28258,27341,16622,20683,NA,NA,NA,NA
"STU002109",NA,NA,10796,19203,13210,9564,NA,8297,8313,NA,NA,7824,8171,20682,NA,NA,NA,NA,10001,NA,NA,20519,12541,17418,17013,21877,NA,NA
"STU002110",NA,NA,NA,NA,NA,9800,9918,6733,5098,9973,11023,9008,6891,NA,NA,NA,12658,NA,NA,12472,4638,7728,14003,10992,8759,7128,NA,NA
"STU002111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8687,14832,7738,7616,6770,8788,22297,14382,7628,10916,5869,11882
"STU002112",NA,NA,NA,NA,NA,7820,6180,NA,NA,5663,7064,NA,NA,19790,NA,NA,NA,NA,NA,NA,NA,10492,17980,12125,14779,11691,14160,NA
"STU002113",4457,5017,8051,NA,NA,5675,11457,8701,7506,NA,NA,NA,NA,NA,11518,NA,NA,9665,7642,6684,12343,NA,12332,8081,12080,NA,10436,NA
"STU002114",6234,NA,NA,NA,8506,NA,NA,6363,NA,7814,6631,8526,19313,6930,5283,10512,18857,6680,NA,NA,17340,29367,23839,NA,NA,NA,12772,NA
"STU002115",24773,11390,11823,16663,10810,8570,NA,NA,9312,NA,12659,13389,20192,20781,28975,24128,16966,25410,21472,25084,14553,20050,21194,15164,19825,16713,23252,22199
"STU002116",NA,9001,6839,7319,8649,NA,NA,9564,10706,NA,NA,NA,NA,NA,8474,13463,NA,NA,NA,NA,NA,NA,NA,NA,18124,14539,27428,12021
"STU002117",7442,17481,NA,NA,9341,NA,NA,NA,NA,NA,NA,13801,6418,5042,5287,3608,7709,9532,NA,12145,8990,NA,NA,NA,8900,14191,NA,NA
"STU002118",8018,10526,5995,NA,11506,NA,9752,10609,6206,11648,13476,9256,8950,12140,15075,16316,10357,NA,NA,9532,9994,NA,12122,11034,9961,NA,NA,NA
"STU002119",3400,5859,3746,3724,7571,NA,7937,12607,8307,8597,7075,NA,5816,6809,NA,5363,4747,7286,6285,5271,9925,18000,NA,9884,18760,12354,13700,21414
"STU002120",12601,7190,12466,4950,4151,7756,7368,10219,5376,NA,NA,NA,NA,NA,10100,NA,NA,NA,NA,20318,19035,6948,12306,22022,10982,11591,13182,12770
"STU002121",7097,7392,NA,NA,NA,NA,6889,6617,NA,7471,NA,NA,NA,NA,NA,NA,NA,6188,NA,NA,10610,10421,NA,NA,NA,NA,NA,NA
"STU002122",5608,NA,NA,5118,7166,NA,NA,NA,30174,14491,15009,12385,13496,11337,NA,NA,11224,13245,NA,NA,NA,16467,12678,9044,17175,13277,12992,NA
"STU002123",14090,9779,9993,NA,NA,9306,11445,9949,7810,8070,9704,9308,5290,5994,10888,6010,12958,15030,6632,8398,7594,10590,11033,11130,11559,NA,NA,11280
"STU002124",7752,NA,NA,NA,NA,NA,5830,NA,9729,NA,NA,NA,NA,NA,NA,NA,NA,16584,NA,NA,NA,NA,NA,NA,10891,12138,11979,19450
"STU002125",7361,14507,NA,13644,6417,6878,5999,8720,12908,10012,NA,18642,9358,13572,16880,15163,14744,14902,14914,12289,18692,8214,17152,16960,NA,19915,17025,20504
"STU002126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30684,NA,NA,NA,NA,NA,NA,NA,15654,9449,NA,NA,NA,NA,NA
"STU002127",8598,11985,10859,7777,NA,10137,5195,NA,16136,9386,12967,NA,NA,18005,10693,10508,14835,11014,8456,18396,8665,10253,14416,15778,8079,11859,10292,12094
"STU002128",11044,7336,11111,7100,10060,5134,NA,NA,NA,12587,8916,11230,10652,NA,NA,11499,11774,13373,11369,12961,9297,10131,11137,12803,18759,12927,11219,13128
"STU002129",7397,13940,9127,19906,12411,NA,NA,NA,11475,7719,10341,11874,12929,NA,NA,NA,NA,NA,NA,13657,15161,8390,19728,11869,7953,15802,11958,11771
"STU002130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24012,25806,12861,NA,26455
"STU002131",11246,11764,10580,8091,5149,5607,5975,5862,9616,7733,7223,8216,6202,9491,8689,NA,NA,NA,NA,NA,11274,11143,10682,11015,9644,9806,11547,10749
"STU002132",11401,12183,NA,9564,13523,NA,NA,9562,13564,11450,11250,NA,NA,NA,NA,7989,10512,11568,9869,10509,11720,NA,NA,13263,11063,14224,12119,16193
"STU002133",7718,10905,8566,7372,NA,7400,NA,NA,6496,NA,NA,16073,NA,NA,NA,14090,8247,10647,14631,8945,NA,NA,13266,10522,21614,8665,13045,8950
"STU002134",17444,10919,14019,12690,9436,8614,13665,10897,12269,15243,8238,8456,11796,NA,NA,NA,NA,15003,NA,NA,NA,12128,9971,NA,15868,15456,11256,18764
"STU002135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23606,NA,NA,NA,NA,NA,26932,26936
"STU002136",19150,16954,NA,NA,NA,NA,9783,10736,8990,8801,7205,10038,NA,NA,NA,16232,10107,23255,11377,16818,19839,24093,9380,18764,NA,NA,NA,23588
"STU002137",9425,9739,NA,NA,NA,7151,7180,7018,6702,6846,14970,9635,9306,NA,10135,11450,6191,10403,6271,12973,8076,NA,NA,NA,NA,NA,NA,NA
"STU002138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17141,21448,16035
"STU002139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19545,24217,NA,19653,15932,15414,18351,NA,21124,13680,9361,NA,NA,NA,NA
"STU002140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU002141",12121,6317,5342,10459,5771,8868,6349,4548,7753,7098,11055,9951,12992,NA,13002,NA,NA,NA,6465,23557,10493,NA,NA,NA,14551,7492,11290,14840
"STU002142",6474,NA,NA,NA,NA,11984,10593,2428,4845,NA,NA,NA,NA,8151,10160,6837,6603,12138,5652,15447,19377,18467,NA,NA,NA,14170,15961,11961
"STU002143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16986,26867,26349,18691,14000,NA
"STU002144",7185,6810,5449,6304,NA,NA,6706,5628,NA,9711,8733,NA,NA,10143,8071,12203,NA,NA,NA,5545,9834,15007,NA,12459,NA,NA,NA,13612
"STU002145",NA,7560,4820,4141,NA,NA,9241,NA,11625,NA,NA,NA,NA,9005,9145,9848,11220,NA,NA,11447,14174,13483,NA,12293,11917,9865,NA,NA
"STU002146",NA,NA,6775,4469,6382,NA,NA,12423,NA,NA,20097,18084,13997,21662,10446,7566,11653,25220,13337,13905,9840,13168,13788,19041,NA,20285,25619,14742
"STU002147",7430,6392,7008,13702,7334,NA,NA,NA,NA,NA,NA,15196,17126,21674,NA,12581,21508,12837,NA,NA,NA,NA,18036,17265,13311,17234,11585,23982
"STU002148",8632,NA,NA,NA,NA,5808,NA,NA,NA,NA,9925,NA,NA,NA,NA,NA,NA,NA,NA,8294,7642,12649,17296,13596,10757,NA,9239,7320
"STU002149",7566,NA,NA,NA,7411,NA,NA,NA,19001,13228,17691,15446,13947,22483,25390,NA,NA,NA,NA,NA,NA,16891,NA,22085,17079,23787,11344,17387
"STU002150",12720,NA,NA,NA,NA,NA,NA,NA,NA,NA,5765,NA,NA,NA,NA,10010,NA,NA,NA,NA,11616,13178,15421,17121,11516,16480,19437,19946
"STU002151",6287,10359,4959,NA,NA,NA,NA,11958,16355,14921,NA,NA,10638,9222,9607,10310,14839,15689,14230,11371,10566,19228,NA,17082,17132,21358,13356,12957
"STU002152",11997,7111,NA,NA,NA,5595,21077,15878,14606,NA,NA,NA,NA,NA,NA,NA,NA,NA,18931,14723,26705,14502,18977,13435,NA,NA,13991,18442
"STU002153",NA,NA,NA,NA,NA,NA,6398,6515,6350,8238,NA,5371,10366,13818,NA,NA,NA,10634,NA,16578,12387,13548,11250,11588,6469,24571,14959,NA
"STU002154",3747,5545,7916,4006,4834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19423,NA,16194,18220,15176,18623,NA,NA,NA,18360
"STU002155",10354,NA,NA,12355,16087,5617,10412,11508,6381,12117,13474,11028,NA,NA,12876,15029,NA,11525,14372,23138,11143,NA,NA,NA,NA,NA,NA,NA
"STU002156",5590,8830,NA,7548,6619,3421,7990,5870,5139,7026,NA,NA,NA,5392,5435,4538,NA,NA,NA,NA,5714,5374,NA,NA,NA,NA,6534,10888
"STU002157",NA,NA,NA,9878,6253,8194,NA,NA,NA,NA,NA,NA,NA,NA,8943,NA,NA,NA,8848,11921,8649,11489,6255,8868,13208,12184,10695,7419
"STU002158",3964,4657,6148,5918,NA,4969,21205,NA,NA,NA,16019,9771,NA,NA,NA,13181,17550,12562,NA,10157,NA,NA,NA,23004,13878,13907,NA,NA
"STU002159",9068,NA,8910,12270,11328,9180,8352,NA,NA,NA,5802,10626,NA,8227,13704,10818,11113,11732,10132,11695,7006,6126,7341,10788,7271,10895,15008,NA
"STU002160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU002161",5448,10422,NA,NA,NA,NA,NA,NA,NA,NA,9017,9446,10030,7733,NA,NA,11741,8596,NA,12270,NA,9703,7966,6138,4960,7836,9751,8083
"STU002162",8080,NA,NA,NA,5900,7672,5946,4533,8295,NA,14736,NA,12090,10159,9396,6317,10818,13991,10929,11809,NA,9673,14078,15709,12362,NA,NA,NA
"STU002163",NA,NA,NA,NA,NA,11974,9489,12577,10866,8114,7302,10656,17924,10713,NA,NA,NA,15925,13538,12314,5474,11186,8274,11121,11384,NA,NA,NA
"STU002164",5569,4561,5873,2863,3138,4349,10449,6155,2573,NA,NA,7898,6259,NA,9416,7562,9463,NA,NA,NA,5062,8022,7634,3960,16554,NA,NA,NA
"STU002165",12382,9184,13141,7260,7354,11038,NA,15288,31313,28991,NA,NA,NA,NA,NA,NA,15739,NA,NA,18413,NA,NA,NA,NA,NA,NA,NA,NA
"STU002166",8128,10606,4753,8165,6981,12241,9594,7731,8808,5278,10980,9740,12852,NA,NA,NA,NA,8237,NA,9946,9315,13985,NA,NA,13798,16094,10027,NA
"STU002167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23107,25981,23610,16548,16968,16699,20222,20843,22343,31794,23643
"STU002168",NA,NA,NA,11564,8627,9691,13242,14936,12282,13039,12013,13195,17295,13311,13178,9213,13226,14754,18795,11721,10782,12832,NA,14773,18137,14649,10602,NA
"STU002169",NA,NA,NA,NA,7504,NA,NA,NA,6625,26148,4602,10237,7508,7373,10051,NA,NA,7399,7654,10849,10338,9870,NA,NA,NA,NA,NA,11577
"STU002170",10276,NA,NA,13438,10839,22423,NA,15198,NA,NA,NA,NA,7352,12955,19467,11043,NA,NA,NA,16544,18070,20347,19434,11604,10979,11120,22699,15567
"STU002171",NA,NA,13666,18094,7795,NA,NA,13419,NA,NA,6034,10379,19056,16289,10612,20257,13380,6470,12969,12417,11875,20834,NA,NA,12088,NA,NA,16909
"STU002172",9406,6718,9760,11141,3612,4835,6650,5509,6947,11535,NA,14291,10771,14186,8261,14014,7161,12234,NA,NA,NA,14100,11668,14292,NA,9453,9157,7108
"STU002173",4049,3363,9447,9046,NA,NA,5451,11613,4625,7883,8043,NA,NA,NA,NA,8981,NA,6745,7435,7292,15797,5151,9996,5067,9715,5129,5662,NA
"STU002174",8613,7159,NA,NA,7057,5334,10165,10454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16919,28863,14131,NA,NA,9915
"STU002175",15373,20619,12697,13914,NA,18578,14735,11750,13195,18717,13791,16576,NA,NA,NA,NA,14746,17957,12069,12642,12247,18247,NA,20253,17301,14183,24343,13807
"STU002176",8247,4775,3744,4743,NA,NA,NA,5137,14535,15004,12451,NA,13213,9571,NA,NA,11889,11098,NA,9205,12848,12033,NA,NA,NA,NA,NA,NA
"STU002177",8053,6374,6184,6107,6893,NA,10753,10113,4274,3988,NA,NA,16135,6932,NA,NA,NA,NA,NA,18232,17009,NA,11874,10783,NA,23788,11407,16755
"STU002178",NA,NA,NA,NA,NA,NA,NA,10978,NA,NA,NA,NA,13420,NA,NA,NA,9516,13931,11408,21677,NA,NA,11427,17089,13085,NA,NA,15228
"STU002179",NA,9609,9743,8071,9147,7942,15325,8924,10499,16258,NA,NA,NA,NA,NA,10063,7869,14128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU002180",7220,12242,8223,5571,5009,NA,NA,NA,5756,4768,12208,12802,10191,11224,9280,10793,9233,NA,6467,10546,10703,NA,NA,NA,NA,10494,10415,9190
"STU002181",12043,14058,NA,4351,NA,NA,14826,13056,20042,NA,NA,15696,NA,18893,12913,17206,13452,23467,12305,12861,14740,23211,19202,11851,NA,NA,NA,NA
"STU002182",NA,NA,NA,NA,NA,6420,4459,6308,5699,7429,10691,4895,8673,NA,NA,13397,9402,9817,6899,12929,19361,14222,7696,24080,10495,10730,7705,11374
"STU002183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31189,33560,22236
"STU002184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6543,NA
"STU002185",6955,3968,7464,4285,3252,NA,NA,NA,8351,NA,10204,NA,8939,10600,9411,10528,7417,NA,6188,7661,NA,11075,NA,NA,NA,6940,NA,NA
"STU002186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23152,26854,NA,NA,15750,NA,25750
"STU002187",NA,NA,NA,5504,5563,5046,NA,NA,8755,9157,NA,NA,NA,NA,15431,17171,8290,13447,NA,NA,NA,NA,17134,19191,12513,20653,NA,NA
"STU002188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10283,NA,11447,11553,17284,14531,13429,NA,NA,NA
"STU002189",4983,NA,NA,NA,NA,NA,NA,7178,NA,NA,NA,9293,6952,5088,7847,4105,12962,10812,NA,NA,NA,NA,NA,NA,14532,18938,12936,11397
"STU002190",NA,7300,NA,NA,NA,11101,12330,5062,7972,9382,8284,10084,NA,NA,NA,8992,8137,11103,16411,NA,15815,NA,NA,NA,11538,12365,8273,11116
"STU002191",6751,8106,7845,5719,22380,4796,9226,NA,NA,NA,NA,NA,NA,NA,NA,34425,13586,13744,NA,19046,21264,NA,NA,NA,NA,13427,15399,16320
"STU002192",NA,NA,NA,NA,NA,9231,8048,11202,12697,11519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20443,15603,NA,20354,11144
"STU002193",9635,7607,9712,7556,NA,NA,9829,6501,7200,8701,8822,16180,13768,10908,NA,NA,8659,7293,7381,6081,11372,5866,7898,7604,7822,7527,8869,8103
"STU002194",8295,10668,16620,3144,NA,NA,NA,9777,NA,NA,NA,NA,NA,17295,10474,13356,NA,NA,NA,NA,4749,6848,5404,14158,10375,NA,NA,13051
"STU002195",10141,4240,5647,NA,NA,6089,8549,NA,NA,15905,6403,7248,NA,16375,NA,NA,17928,9840,11773,13903,14252,9669,NA,10316,10744,NA,NA,NA
"STU002196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13481,14099,17032,NA,NA,NA,32951,28235,19544,18587,17336,15810,28199,17936,23314
"STU002197",11331,8671,6948,11595,8480,NA,8121,11857,7818,10677,7311,8045,NA,NA,NA,7988,10268,11490,7739,9649,12528,7693,10212,15684,7130,7818,NA,NA
"STU002198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU002199",NA,NA,NA,NA,11300,NA,NA,18577,13183,NA,12441,9399,21465,20727,11594,13993,13610,21664,NA,NA,12044,16853,17087,15826,15037,11196,14211,13767
"STU002200",6612,4701,NA,NA,NA,4635,6448,5742,6442,NA,NA,8279,10527,10990,NA,NA,NA,16746,16985,12853,15353,14950,NA,NA,NA,NA,NA,NA
"STU002201",NA,NA,NA,6464,5284,NA,NA,5262,NA,NA,NA,10513,10783,10766,10850,7446,6931,12089,12920,11489,13242,13119,10062,NA,13573,16427,7598,10974
"STU002202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19589,32543,23472,NA,17862,14329,17738
"STU002203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU002204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27690,19671,19608,NA,NA,NA,NA
"STU002205",8922,13230,5002,7399,10288,NA,NA,NA,NA,10313,13660,11010,8506,7500,NA,NA,NA,10033,7906,9641,NA,NA,8379,12344,9017,10032,NA,NA
"STU002206",NA,NA,NA,13532,NA,NA,9778,16887,7326,14224,NA,9736,13802,13192,13563,8667,10905,14377,14777,9502,7050,NA,14015,13788,10192,13542,9464,15611
"STU002207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34762,NA,NA,20559,NA
"STU002208",15303,8443,NA,NA,NA,NA,7419,NA,NA,NA,NA,NA,7460,5568,4521,5753,9077,NA,19702,NA,NA,16758,8207,8471,16680,6740,10261,5159
"STU002209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU002210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16021,NA,NA,NA,NA,21915,15354,19624,14956,16672,14204,15979
"STU002211",14125,NA,23942,8735,NA,8560,11209,10391,13729,11801,NA,NA,NA,13969,23885,NA,17839,24493,21841,16464,NA,NA,14964,16775,14436,NA,NA,14137
"STU002212",4146,7131,5509,NA,NA,NA,NA,NA,4756,9634,8202,NA,NA,NA,8334,8005,NA,NA,NA,8925,10949,10050,6168,10196,7978,11434,15499,13186
"STU002213",12777,2756,NA,NA,5522,NA,NA,NA,5281,6376,NA,14901,NA,NA,NA,NA,9338,NA,6810,NA,NA,12945,9412,13357,11796,9817,15581,8663
"STU002214",NA,NA,NA,NA,NA,NA,NA,11485,6866,NA,9804,5421,7681,4551,3253,10690,9637,7133,16398,16346,NA,NA,18412,11772,16824,NA,9323,17675
"STU002215",4607,3129,3295,8122,NA,5151,5667,2853,9193,4363,5444,NA,NA,NA,NA,NA,8272,NA,17887,NA,7424,12590,15141,NA,6051,12859,10035,NA
"STU002216",5966,7286,13816,14151,14319,11718,NA,11627,14902,18603,15921,11009,12536,9443,NA,NA,NA,NA,NA,NA,NA,14761,NA,NA,NA,NA,11710,9980
"STU002217",6476,6591,10089,10424,NA,NA,NA,NA,NA,NA,21443,17199,8757,16667,NA,12631,18646,17002,NA,NA,NA,NA,NA,NA,23712,15331,15641,26523
"STU002218",13670,7609,6347,7141,NA,18935,NA,NA,NA,NA,NA,18840,5178,8896,11017,NA,5803,17442,21987,NA,NA,27958,14803,16549,14081,11566,14373,13431
"STU002219",3762,7890,NA,NA,14185,10143,15039,10902,NA,NA,NA,NA,NA,12713,11107,NA,11422,NA,19670,17180,14076,7405,10787,12793,12982,NA,10649,15687
"STU002220",6587,7983,3762,5142,5546,3547,5089,6395,4865,13352,NA,NA,NA,6133,5553,NA,NA,NA,5656,NA,NA,NA,10360,14903,10855,13495,4981,12763
"STU002221",11259,8709,10103,10687,12478,NA,14516,22187,10922,11082,9003,NA,NA,NA,NA,NA,NA,NA,15664,9840,15195,11074,14647,14744,8977,10778,13356,11870
"STU002222",13834,NA,NA,8896,15564,19065,NA,NA,NA,NA,NA,NA,NA,14232,9134,NA,20595,32076,NA,25677,25463,38924,NA,32704,40572,26115,42887,39607
"STU002223",11685,14131,18294,NA,14009,8935,12241,9824,15876,12751,10320,12417,NA,NA,NA,18143,19119,25145,25419,22701,35726,22359,24544,NA,27040,18498,44811,25126
"STU002224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6753,7228,7607,8550,10043,7082,9000,9473,14142,NA,NA,18804
"STU002225",3165,5921,NA,4977,5615,7071,NA,5067,11249,9403,12098,9367,NA,NA,7422,8356,12807,NA,NA,NA,NA,12485,14734,12080,12437,16133,NA,9886
"STU002226",12531,7089,NA,NA,NA,NA,12471,8955,11132,NA,13017,10014,10025,NA,9561,NA,9959,NA,NA,7142,11847,10823,16354,9521,8324,13288,12066,19089
"STU002227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14006,21992,9174,17088,23531,14749,27443,23640,30547
"STU002228",10008,8373,7126,NA,NA,NA,NA,NA,NA,NA,NA,8817,10630,7607,5481,8804,10226,8906,6489,7923,7773,11664,7996,7646,8161,7854,12615,8447
"STU002229",NA,5863,9167,4614,4347,3525,NA,NA,NA,NA,6151,10667,NA,NA,NA,NA,NA,NA,9581,9419,6214,17795,6164,11699,10330,NA,NA,13150
"STU002230",9371,5853,NA,NA,NA,7397,NA,NA,4860,4588,4515,8772,19167,NA,NA,5002,5404,5993,NA,NA,NA,NA,NA,NA,NA,NA,NA,12640
"STU002231",8960,3877,NA,NA,6328,NA,4898,6441,6656,7774,11789,NA,NA,NA,8785,7105,NA,NA,9707,11940,11276,11782,13644,11788,9515,7148,13080,8661
"STU002232",11268,8834,NA,NA,NA,NA,NA,33161,14554,21128,38075,NA,NA,NA,17036,16192,20689,17204,NA,NA,NA,NA,NA,20345,NA,NA,NA,NA
"STU002233",10015,11323,NA,7747,9980,5629,6730,14471,7657,8735,NA,NA,NA,NA,15553,9317,NA,NA,11823,8389,14752,NA,NA,NA,8351,12724,7725,12576
"STU002234",NA,8489,NA,7924,6480,7326,6140,7257,NA,NA,7739,5659,3561,5393,9113,7013,15058,NA,NA,7255,10218,11789,15035,9413,14024,11600,12120,10240
"STU002235",11785,NA,NA,NA,9296,11418,NA,NA,NA,NA,NA,13919,13662,9697,8756,20746,20771,51818,17761,18779,31302,30514,11106,16000,15362,17832,18315,17295
"STU002236",NA,NA,NA,NA,7337,NA,4747,9168,8224,8563,8233,8657,9481,6966,13741,8413,6957,9198,10623,7699,14034,9060,7784,11143,12339,13778,7951,NA
"STU002237",14280,NA,NA,6395,7470,10560,15070,NA,21033,11033,18047,21619,NA,NA,NA,NA,12634,17031,NA,NA,13296,13789,20128,18880,NA,NA,NA,17024
"STU002238",10344,9616,11174,7449,NA,NA,15440,14115,12017,NA,12610,14448,13489,13466,15493,15601,10930,10935,14496,11860,11731,10118,NA,NA,NA,NA,NA,NA
"STU002239",7514,9896,NA,7143,7694,5265,NA,7302,NA,NA,NA,NA,NA,13459,NA,NA,NA,NA,8063,8586,8825,NA,NA,NA,NA,12025,8835,11425
"STU002240",9620,NA,NA,NA,NA,NA,NA,NA,NA,NA,3621,9036,6453,5677,NA,6910,11588,8572,7059,NA,NA,NA,NA,11410,13467,9737,NA,11349
"STU002241",9187,11587,7490,NA,NA,NA,16924,11331,18916,14216,22653,15827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14638,12372,17819,NA
